@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric

@data
367,'2023/04/30 03:02:44:673',2,79,186,165,188,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
368,'2023/04/30 03:02:44:690',2,77,185,165,188,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
369,'2023/04/30 03:02:44:704',2,76,186,165,188,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
370,'2023/04/30 03:02:44:722',2,75,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
371,'2023/04/30 03:02:44:744',2,75,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
372,'2023/04/30 03:02:44:754',2,76,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
373,'2023/04/30 03:02:44:777',2,76,185,165,189,115,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
374,'2023/04/30 03:02:44:789',2,76,185,165,189,115,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
375,'2023/04/30 03:02:44:816',2,78,186,165,189,115,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
376,'2023/04/30 03:02:44:930',2,78,185,166,188,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
377,'2023/04/30 03:02:44:932',2,78,185,166,188,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
378,'2023/04/30 03:02:44:932',2,75,185,166,188,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
379,'2023/04/30 03:02:44:932',2,75,185,166,188,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
380,'2023/04/30 03:02:44:932',2,76,185,166,188,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
381,'2023/04/30 03:02:44:932',2,77,185,166,188,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
382,'2023/04/30 03:02:44:932',2,76,185,166,188,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
383,'2023/04/30 03:02:44:939',2,76,186,165,188,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
384,'2023/04/30 03:02:44:953',2,76,185,165,188,116,26,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
385,'2023/04/30 03:02:44:972',2,78,185,165,188,115,26,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
386,'2023/04/30 03:02:44:992',2,77,185,165,188,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
387,'2023/04/30 03:02:45:004',2,75,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
388,'2023/04/30 03:02:45:021',2,74,185,165,188,115,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
389,'2023/04/30 03:02:45:038',2,74,185,165,188,115,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
390,'2023/04/30 03:02:45:054',2,75,185,165,189,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
391,'2023/04/30 03:02:45:072',2,75,185,165,189,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
392,'2023/04/30 03:02:45:194',2,76,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
393,'2023/04/30 03:02:45:196',2,77,184,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
394,'2023/04/30 03:02:45:196',2,76,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
395,'2023/04/30 03:02:45:198',2,75,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
396,'2023/04/30 03:02:45:198',2,73,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
397,'2023/04/30 03:02:45:198',2,75,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
398,'2023/04/30 03:02:45:198',2,76,185,165,188,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
399,'2023/04/30 03:02:45:205',2,74,185,166,189,115,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
400,'2023/04/30 03:02:45:223',2,72,185,167,190,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
401,'2023/04/30 03:02:45:238',2,70,184,166,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
402,'2023/04/30 03:02:45:256',2,69,185,166,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
403,'2023/04/30 03:02:45:282',2,71,184,166,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
404,'2023/04/30 03:02:45:287',2,71,184,166,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
405,'2023/04/30 03:02:45:316',2,68,185,166,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
406,'2023/04/30 03:02:45:320',2,67,184,167,190,115,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
407,'2023/04/30 03:02:45:338',2,68,184,167,190,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
408,'2023/04/30 03:02:45:465',2,70,185,165,189,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
409,'2023/04/30 03:02:45:466',2,71,185,165,189,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
410,'2023/04/30 03:02:45:466',2,70,185,165,189,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
411,'2023/04/30 03:02:45:467',2,70,185,165,189,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
412,'2023/04/30 03:02:45:467',2,74,185,165,189,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
413,'2023/04/30 03:02:45:467',2,74,185,165,189,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
414,'2023/04/30 03:02:45:467',2,75,185,165,189,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
415,'2023/04/30 03:02:45:478',2,75,185,165,189,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
416,'2023/04/30 03:02:45:488',2,76,185,165,189,115,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
417,'2023/04/30 03:02:45:520',2,77,184,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
418,'2023/04/30 03:02:45:521',2,77,185,165,188,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
419,'2023/04/30 03:03:12:462',3,84,147,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
420,'2023/04/30 03:03:12:482',3,81,147,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
421,'2023/04/30 03:03:12:488',3,81,146,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
422,'2023/04/30 03:03:12:505',3,81,147,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
423,'2023/04/30 03:03:12:524',3,83,146,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
424,'2023/04/30 03:03:12:541',3,82,147,143,251,45,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
425,'2023/04/30 03:03:12:555',3,81,147,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
426,'2023/04/30 03:03:12:573',3,80,146,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
427,'2023/04/30 03:03:12:589',3,81,146,142,251,45,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
428,'2023/04/30 03:03:12:614',3,82,145,142,251,45,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
429,'2023/04/30 03:03:12:624',3,84,146,143,251,45,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
430,'2023/04/30 03:03:12:645',3,84,147,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
431,'2023/04/30 03:03:12:656',3,83,146,142,251,45,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
432,'2023/04/30 03:03:12:680',3,82,147,142,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
433,'2023/04/30 03:03:12:690',3,82,147,142,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
434,'2023/04/30 03:03:12:720',3,83,147,142,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
435,'2023/04/30 03:03:12:723',3,85,147,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
436,'2023/04/30 03:03:12:739',3,85,146,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
437,'2023/04/30 03:03:12:756',3,87,146,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
438,'2023/04/30 03:03:12:773',3,87,147,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
439,'2023/04/30 03:03:12:790',3,86,146,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
440,'2023/04/30 03:03:12:807',3,85,147,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
441,'2023/04/30 03:03:12:822',3,84,146,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
442,'2023/04/30 03:03:12:840',3,86,146,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
443,'2023/04/30 03:03:12:856',3,87,147,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
444,'2023/04/30 03:03:12:873',3,88,145,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
445,'2023/04/30 03:03:12:889',3,86,145,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
446,'2023/04/30 03:03:12:917',3,84,147,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
447,'2023/04/30 03:03:12:923',3,85,145,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
448,'2023/04/30 03:03:12:941',3,85,145,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
449,'2023/04/30 03:03:12:955',3,84,145,144,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
450,'2023/04/30 03:03:12:973',3,84,146,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
451,'2023/04/30 03:03:12:990',3,85,146,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
452,'2023/04/30 03:03:13:006',3,87,145,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
453,'2023/04/30 03:03:13:023',3,87,145,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
454,'2023/04/30 03:03:13:039',3,86,146,146,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
455,'2023/04/30 03:03:13:056',3,83,144,146,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
456,'2023/04/30 03:03:13:075',3,85,144,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
457,'2023/04/30 03:03:13:090',3,86,145,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
458,'2023/04/30 03:03:13:108',3,85,144,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
459,'2023/04/30 03:03:13:123',3,83,146,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
460,'2023/04/30 03:03:13:139',3,83,146,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
461,'2023/04/30 03:03:13:157',3,83,145,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
462,'2023/04/30 03:03:13:173',3,82,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
463,'2023/04/30 03:03:13:190',3,81,144,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
464,'2023/04/30 03:03:13:206',3,81,145,144,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
465,'2023/04/30 03:03:13:224',3,80,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
466,'2023/04/30 03:03:13:239',3,81,144,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
467,'2023/04/30 03:03:13:256',3,84,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
468,'2023/04/30 03:03:13:274',3,85,144,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
469,'2023/04/30 03:03:13:291',3,83,144,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
470,'2023/04/30 03:03:13:307',3,83,146,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
471,'2023/04/30 03:03:13:325',3,83,144,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
472,'2023/04/30 03:03:13:340',3,83,145,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
473,'2023/04/30 03:03:13:358',3,84,146,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
474,'2023/04/30 03:03:13:372',3,83,145,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
475,'2023/04/30 03:03:13:391',3,83,146,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
476,'2023/04/30 03:03:13:406',3,83,146,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
477,'2023/04/30 03:03:13:426',3,85,146,143,251,45,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
478,'2023/04/30 03:03:13:440',3,85,147,146,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
479,'2023/04/30 03:03:13:458',3,85,146,146,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
480,'2023/04/30 03:03:13:474',3,85,146,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
481,'2023/04/30 03:03:13:491',3,86,146,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
482,'2023/04/30 03:03:13:507',3,86,146,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
483,'2023/04/30 03:03:13:524',3,88,147,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
484,'2023/04/30 03:03:13:540',3,88,147,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
485,'2023/04/30 03:03:13:560',3,88,147,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
486,'2023/04/30 03:03:13:573',3,88,147,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
487,'2023/04/30 03:03:13:594',3,88,146,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
488,'2023/04/30 03:03:13:607',3,87,147,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
489,'2023/04/30 03:03:13:626',3,87,146,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
490,'2023/04/30 03:03:13:640',3,86,146,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
491,'2023/04/30 03:03:13:664',3,86,147,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
492,'2023/04/30 03:03:13:672',3,85,146,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
493,'2023/04/30 03:03:13:692',3,82,145,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
494,'2023/04/30 03:03:13:706',3,83,146,145,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
495,'2023/04/30 03:03:13:726',3,83,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
496,'2023/04/30 03:03:13:739',3,84,146,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
497,'2023/04/30 03:03:13:764',3,83,146,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
498,'2023/04/30 03:03:13:774',3,83,146,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
499,'2023/04/30 03:03:13:795',3,84,148,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
500,'2023/04/30 03:03:13:806',3,85,147,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
501,'2023/04/30 03:03:13:828',3,84,148,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
502,'2023/04/30 03:03:13:839',3,82,148,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
503,'2023/04/30 03:03:13:861',3,81,147,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
504,'2023/04/30 03:03:13:873',3,81,147,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
505,'2023/04/30 03:03:13:896',3,83,147,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
506,'2023/04/30 03:03:13:906',3,83,146,142,250,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
507,'2023/04/30 03:03:13:931',3,85,147,142,250,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
508,'2023/04/30 03:03:13:940',3,83,146,142,250,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
509,'2023/04/30 03:03:13:966',3,82,146,143,250,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
510,'2023/04/30 03:03:13:973',3,81,146,143,250,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
511,'2023/04/30 03:03:13:999',3,81,144,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
512,'2023/04/30 03:03:14:005',3,80,145,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
513,'2023/04/30 03:03:14:023',3,81,144,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
514,'2023/04/30 03:03:14:040',3,81,144,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
515,'2023/04/30 03:03:14:055',3,81,144,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
516,'2023/04/30 03:03:14:072',3,80,144,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
517,'2023/04/30 03:03:14:089',3,79,145,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
518,'2023/04/30 03:03:14:107',3,78,145,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
519,'2023/04/30 03:03:14:123',3,77,144,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
520,'2023/04/30 03:03:14:140',3,79,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
521,'2023/04/30 03:03:14:157',3,80,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
522,'2023/04/30 03:03:14:173',3,81,144,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
523,'2023/04/30 03:03:14:190',3,83,144,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
524,'2023/04/30 03:03:14:206',3,83,144,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
525,'2023/04/30 03:03:14:223',3,85,143,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
526,'2023/04/30 03:03:14:240',3,84,145,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
527,'2023/04/30 03:03:14:256',3,83,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
528,'2023/04/30 03:03:14:275',3,83,144,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
529,'2023/04/30 03:03:14:289',3,84,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
530,'2023/04/30 03:03:14:307',3,84,144,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
531,'2023/04/30 03:03:14:323',3,84,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
532,'2023/04/30 03:03:14:340',3,84,146,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
533,'2023/04/30 03:03:14:356',3,85,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
534,'2023/04/30 03:03:14:373',3,85,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
535,'2023/04/30 03:03:14:390',3,86,145,144,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
536,'2023/04/30 03:03:14:412',3,84,145,143,251,47,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
537,'2023/04/30 03:03:14:423',3,83,146,143,251,47,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
538,'2023/04/30 03:03:14:441',3,84,147,143,251,47,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
539,'2023/04/30 03:03:14:465',3,85,146,145,251,47,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
540,'2023/04/30 03:03:14:474',3,85,147,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
541,'2023/04/30 03:03:14:501',3,86,147,145,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
542,'2023/04/30 03:03:14:506',3,86,146,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
543,'2023/04/30 03:03:14:535',3,86,147,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
544,'2023/04/30 03:03:14:540',3,84,146,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
545,'2023/04/30 03:03:14:556',3,83,147,144,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
546,'2023/04/30 03:03:14:573',3,84,148,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
547,'2023/04/30 03:03:14:589',3,85,147,141,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
548,'2023/04/30 03:03:14:607',3,86,147,141,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
549,'2023/04/30 03:03:14:623',3,83,148,142,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
550,'2023/04/30 03:03:14:639',3,82,147,142,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
551,'2023/04/30 03:03:14:664',3,84,147,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
552,'2023/04/30 03:03:14:672',3,84,147,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
553,'2023/04/30 03:03:14:699',3,83,146,143,251,46,72,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
554,'2023/04/30 03:03:14:706',3,81,146,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
555,'2023/04/30 03:03:14:723',3,80,146,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
556,'2023/04/30 03:03:14:740',3,82,144,143,251,46,73,0.189993,0.835215,0.656246,0.284313,0.735099,0.279167,0.882647,0.654488
