@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric

@data
177,'2023/04/30 03:02:41:504',2,73,190,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
178,'2023/04/30 03:02:41:524',2,74,190,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
179,'2023/04/30 03:02:41:537',2,72,190,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
180,'2023/04/30 03:02:41:554',2,68,190,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
181,'2023/04/30 03:02:41:570',2,69,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
182,'2023/04/30 03:02:41:592',2,69,190,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
183,'2023/04/30 03:02:41:604',2,68,190,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
184,'2023/04/30 03:02:41:739',2,66,190,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
185,'2023/04/30 03:02:41:740',2,67,190,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
186,'2023/04/30 03:02:41:740',2,70,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
187,'2023/04/30 03:02:41:740',2,72,190,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
188,'2023/04/30 03:02:41:740',2,69,190,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
189,'2023/04/30 03:02:41:740',2,71,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
190,'2023/04/30 03:02:41:740',2,70,190,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
191,'2023/04/30 03:02:41:740',2,72,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
192,'2023/04/30 03:02:41:784',2,72,190,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
193,'2023/04/30 03:02:41:785',2,72,190,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
194,'2023/04/30 03:02:41:787',2,72,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
195,'2023/04/30 03:02:41:804',2,71,190,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
196,'2023/04/30 03:02:41:821',2,69,190,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
197,'2023/04/30 03:02:41:836',2,70,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
198,'2023/04/30 03:02:41:854',2,69,190,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
199,'2023/04/30 03:02:41:870',2,66,189,165,189,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
200,'2023/04/30 03:02:42:008',2,66,189,165,189,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
201,'2023/04/30 03:02:42:010',2,65,189,165,189,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
202,'2023/04/30 03:02:42:010',2,62,189,165,189,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
203,'2023/04/30 03:02:42:010',2,64,189,165,189,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
204,'2023/04/30 03:02:42:010',2,67,190,165,189,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
205,'2023/04/30 03:02:42:010',2,70,189,165,189,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
206,'2023/04/30 03:02:42:010',2,70,189,165,189,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
207,'2023/04/30 03:02:42:010',2,71,189,165,189,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
208,'2023/04/30 03:02:42:027',2,69,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
209,'2023/04/30 03:02:42:038',2,70,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
210,'2023/04/30 03:02:42:064',2,69,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
211,'2023/04/30 03:02:42:071',2,68,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
212,'2023/04/30 03:02:42:086',2,65,189,165,189,116,18,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
213,'2023/04/30 03:02:42:104',2,67,189,165,189,116,18,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
214,'2023/04/30 03:02:42:120',2,65,189,165,189,116,18,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
215,'2023/04/30 03:02:42:137',2,67,189,165,188,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
216,'2023/04/30 03:02:42:266',2,67,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
217,'2023/04/30 03:02:42:266',2,72,190,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
218,'2023/04/30 03:02:42:266',2,73,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
219,'2023/04/30 03:02:42:268',2,71,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
220,'2023/04/30 03:02:42:268',2,68,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
221,'2023/04/30 03:02:42:270',2,66,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
222,'2023/04/30 03:02:42:273',2,67,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
223,'2023/04/30 03:02:42:274',2,67,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
224,'2023/04/30 03:02:42:287',2,66,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
225,'2023/04/30 03:02:42:304',2,69,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
226,'2023/04/30 03:02:42:320',2,66,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
227,'2023/04/30 03:02:42:336',2,67,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
228,'2023/04/30 03:02:42:353',2,68,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
229,'2023/04/30 03:02:42:373',2,67,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
230,'2023/04/30 03:02:42:387',2,65,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
231,'2023/04/30 03:02:42:405',2,67,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
232,'2023/04/30 03:02:42:546',2,68,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
233,'2023/04/30 03:02:42:549',2,67,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
234,'2023/04/30 03:02:42:551',2,67,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
235,'2023/04/30 03:02:42:551',2,71,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
236,'2023/04/30 03:02:42:551',2,70,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
237,'2023/04/30 03:02:42:551',2,71,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
238,'2023/04/30 03:02:42:551',2,69,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
239,'2023/04/30 03:02:42:553',2,71,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
240,'2023/04/30 03:02:42:554',2,69,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
241,'2023/04/30 03:02:42:579',2,73,189,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
242,'2023/04/30 03:02:42:587',2,70,188,165,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
243,'2023/04/30 03:02:42:609',2,72,189,166,190,116,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
244,'2023/04/30 03:02:42:621',2,73,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
245,'2023/04/30 03:02:42:643',2,74,188,165,190,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
246,'2023/04/30 03:02:42:653',2,74,189,165,189,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
247,'2023/04/30 03:02:42:678',2,75,188,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
248,'2023/04/30 03:02:42:799',2,74,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
249,'2023/04/30 03:02:42:800',2,74,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
250,'2023/04/30 03:02:42:801',2,76,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
251,'2023/04/30 03:02:42:801',2,77,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
252,'2023/04/30 03:02:42:801',2,76,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
253,'2023/04/30 03:02:42:801',2,74,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
254,'2023/04/30 03:02:42:802',2,74,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
255,'2023/04/30 03:02:42:803',2,75,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
256,'2023/04/30 03:02:42:820',2,73,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
257,'2023/04/30 03:02:42:852',2,71,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
258,'2023/04/30 03:02:42:857',2,69,189,165,190,116,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
259,'2023/04/30 03:02:42:874',2,68,189,165,190,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
260,'2023/04/30 03:02:42:888',2,71,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
261,'2023/04/30 03:02:42:908',2,70,189,165,189,116,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
262,'2023/04/30 03:02:42:921',2,73,189,165,189,115,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
263,'2023/04/30 03:02:42:943',2,72,189,165,189,115,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
264,'2023/04/30 03:02:43:066',2,74,189,165,190,115,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
265,'2023/04/30 03:02:43:067',2,73,189,165,190,115,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
266,'2023/04/30 03:02:43:067',2,73,189,165,190,115,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
267,'2023/04/30 03:02:43:076',2,70,189,165,190,115,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
268,'2023/04/30 03:02:43:076',2,67,189,165,190,115,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
269,'2023/04/30 03:02:43:077',2,69,189,165,190,115,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
270,'2023/04/30 03:02:43:077',2,74,189,165,190,115,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
271,'2023/04/30 03:02:43:077',2,74,189,165,190,115,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
272,'2023/04/30 03:02:43:090',2,74,189,165,189,115,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
273,'2023/04/30 03:02:43:119',2,74,189,165,189,115,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
274,'2023/04/30 03:02:43:120',2,74,188,166,189,115,18,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
275,'2023/04/30 03:02:43:148',2,76,189,166,189,115,17,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
276,'2023/04/30 03:02:43:154',2,77,188,166,189,115,18,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
277,'2023/04/30 03:02:43:182',2,77,188,166,189,115,20,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
278,'2023/04/30 03:02:43:187',2,79,188,166,189,115,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
279,'2023/04/30 03:02:43:215',2,80,188,165,189,115,19,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
280,'2023/04/30 03:02:43:333',2,81,188,165,189,116,23,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
281,'2023/04/30 03:02:43:334',2,79,188,165,189,116,23,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
282,'2023/04/30 03:02:43:334',2,75,187,165,189,116,23,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
283,'2023/04/30 03:02:43:334',2,73,187,165,189,116,23,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
284,'2023/04/30 03:02:43:334',2,73,187,165,189,116,23,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
285,'2023/04/30 03:02:43:334',2,72,187,165,189,116,23,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
286,'2023/04/30 03:02:43:335',2,73,187,165,189,116,23,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
287,'2023/04/30 03:02:43:338',2,76,187,165,189,116,24,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
288,'2023/04/30 03:02:43:354',2,78,187,165,189,116,24,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
289,'2023/04/30 03:02:43:370',2,79,187,165,189,116,25,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
290,'2023/04/30 03:02:43:390',2,78,187,165,189,115,25,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
291,'2023/04/30 03:02:43:403',2,77,187,165,189,116,25,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
292,'2023/04/30 03:02:43:443',2,75,187,165,189,116,25,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
293,'2023/04/30 03:02:43:458',2,75,187,165,189,116,24,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
294,'2023/04/30 03:02:43:459',2,73,187,165,189,116,23,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
295,'2023/04/30 03:02:43:470',2,72,187,165,189,116,23,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
296,'2023/04/30 03:02:43:487',2,73,187,165,189,115,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
297,'2023/04/30 03:02:43:504',2,74,187,164,189,115,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
298,'2023/04/30 03:02:43:524',2,78,187,164,189,116,21,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
299,'2023/04/30 03:02:43:537',2,79,187,164,189,115,22,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
300,'2023/04/30 03:02:43:554',2,77,187,164,189,116,24,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
301,'2023/04/30 03:02:43:571',2,78,187,164,189,116,24,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
302,'2023/04/30 03:02:43:586',2,79,187,164,189,116,25,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
303,'2023/04/30 03:02:43:604',2,80,186,164,189,116,25,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
304,'2023/04/30 03:02:43:620',2,79,186,164,189,116,26,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
305,'2023/04/30 03:02:43:637',2,79,186,164,189,116,26,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
306,'2023/04/30 03:02:43:655',2,75,186,165,189,116,26,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
307,'2023/04/30 03:02:43:673',2,75,186,165,189,116,26,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
308,'2023/04/30 03:02:43:688',2,76,187,164,189,116,26,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
309,'2023/04/30 03:02:43:704',2,77,186,164,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
310,'2023/04/30 03:02:43:720',2,78,186,164,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
311,'2023/04/30 03:02:43:737',2,80,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
312,'2023/04/30 03:02:43:861',2,80,187,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
313,'2023/04/30 03:02:43:862',2,77,187,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
314,'2023/04/30 03:02:43:862',2,75,187,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
315,'2023/04/30 03:02:43:862',2,73,187,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
316,'2023/04/30 03:02:43:862',2,71,187,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
317,'2023/04/30 03:02:43:862',2,74,186,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
318,'2023/04/30 03:02:43:862',2,74,186,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
319,'2023/04/30 03:02:43:873',2,78,186,165,189,116,30,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
320,'2023/04/30 03:02:43:888',2,79,186,165,189,116,30,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
321,'2023/04/30 03:02:43:904',2,77,186,165,189,116,30,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
322,'2023/04/30 03:02:43:925',2,77,186,165,189,116,30,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
323,'2023/04/30 03:02:43:938',2,77,186,165,189,116,30,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
324,'2023/04/30 03:02:43:954',2,79,186,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
325,'2023/04/30 03:02:43:971',2,78,186,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
326,'2023/04/30 03:02:43:988',2,77,186,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
327,'2023/04/30 03:02:44:004',2,77,186,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
328,'2023/04/30 03:02:44:130',2,78,186,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
329,'2023/04/30 03:02:44:134',2,75,187,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
330,'2023/04/30 03:02:44:134',2,73,186,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
331,'2023/04/30 03:02:44:134',2,74,186,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
332,'2023/04/30 03:02:44:134',2,77,186,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
333,'2023/04/30 03:02:44:135',2,79,186,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
334,'2023/04/30 03:02:44:135',2,77,186,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
335,'2023/04/30 03:02:44:148',2,76,186,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
336,'2023/04/30 03:02:44:154',2,76,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
337,'2023/04/30 03:02:44:170',2,75,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
338,'2023/04/30 03:02:44:187',2,74,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
339,'2023/04/30 03:02:44:204',2,74,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
340,'2023/04/30 03:02:44:221',2,71,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
341,'2023/04/30 03:02:44:237',2,73,186,166,190,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
342,'2023/04/30 03:02:44:254',2,76,186,166,190,116,26,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
343,'2023/04/30 03:02:44:271',2,77,186,166,190,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
344,'2023/04/30 03:02:44:400',2,74,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
345,'2023/04/30 03:02:44:401',2,73,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
346,'2023/04/30 03:02:44:401',2,75,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
347,'2023/04/30 03:02:44:401',2,75,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
348,'2023/04/30 03:02:44:401',2,72,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
349,'2023/04/30 03:02:44:401',2,71,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
350,'2023/04/30 03:02:44:401',2,71,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
351,'2023/04/30 03:02:44:404',2,73,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
352,'2023/04/30 03:02:44:422',2,74,186,165,189,116,27,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
353,'2023/04/30 03:02:44:437',2,73,186,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
354,'2023/04/30 03:02:44:454',2,69,185,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
355,'2023/04/30 03:02:44:478',2,69,186,165,189,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
356,'2023/04/30 03:02:44:488',2,72,186,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
357,'2023/04/30 03:02:44:504',2,76,186,165,189,116,29,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
358,'2023/04/30 03:02:44:522',2,76,186,165,189,116,30,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
359,'2023/04/30 03:02:44:538',2,75,186,165,189,116,30,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
360,'2023/04/30 03:02:44:662',2,76,186,165,188,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
361,'2023/04/30 03:02:44:664',2,79,186,165,188,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
362,'2023/04/30 03:02:44:664',2,77,186,165,188,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
363,'2023/04/30 03:02:44:664',2,77,186,165,188,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
364,'2023/04/30 03:02:44:664',2,77,186,165,188,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
365,'2023/04/30 03:02:44:665',2,77,186,165,188,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
366,'2023/04/30 03:02:44:666',2,78,186,165,188,116,28,0.338994,0.112395,0.945962,0.621746,0.470981,0.364874,0.704873,0.305228
